No,Name Cafe,Place,Address,Phone,Rating,Reviews,Type,Hours
257,Silol Kopi & Eatery,,"Jl. Suroto, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",(0274)5012802,4.4,"15,124",,Open 24 Hours
258,Simetri Coffee Roaster,,"Jl. Sabirin No.20, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",(0274)5026959,4.6,"2,262",,"{Monday, 7.15 am–10.45 pm; Tuesday, 7.15 am–10.45 pm; Wednesday, 7.15 am–10.45 pm; Thursday, 7.15 am–10.45 pm; Friday, 7.15 am–10.45 pm; Saturday, 9.00 am–10.45 pm; Sunday, 9.00 am–10.45 pm}"
259,SMEDI Coliving & Coffee by SUHU,,"Jl. Pareanom No.15, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",8174155758,4.8,623,Cafe,
260,Sney.Co,,"Jl. Timoho, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",81299928441,4.4,26,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 9.00 am–2.00 am; Saturday, 9.00 am–2.00 am; Sunday, 8.00 am–12.00 am}"
261,Social Smoothies,,"Gg. Klp. Gading Jl. Kaliurang, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",85190086865,4.9,264,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
262,SONDERBREW,,"Jl. Krasak Timur No.32, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",85743326177,4.8,306,,"{Monday, 8.00 am–2.00 am; Tuesday, 8.00 am–2.00 am; Wednesday, 8.00 am–2.00 am; Thursday, 8.00 am–2.00 am; Friday, 8.00 am–2.00 am; Saturday, 8.00 am–2.00 am; Sunday, 8.00 am–2.00 am}"
263,Space Coffee Roastery,,"Gg. Loncang No.88, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",82288909088,4.7,"1,295",Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
264,Space Roastery | Space Coffee Bar,,"Kutu Patran, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284",82288909088,4.6,170,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 am; Saturday, 7.00 am–11.00 am; Sunday, 7.00 am–11.00 pm}"
265,Space Roastery 1890,,"Jl. MT. Haryono No.9, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",82288909088,4.7,416,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
266,Space Roastery CCC (Coffee Coffee Cult),,"Jl. A.M. Sangaji No.62, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",82288909088,4.7,363,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 am; Saturday, 7.00 am–11.00 am; Sunday, 7.00 am–11.00 pm}"
267,Space Roastery ONE,,"Jl. P. Mangkubumi No.77, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",82288909088,4.7,66,Cafe,Open 24 Hours
268,Spatialty Kitchen and Coffee,murah,"Jl. Kranggan No.29, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,4.8,161,,"{Monday, Closed; Tuesday, 7.30 am–11.00 pm; Wednesday, 7.30 am–11.00 pm; Thursday, 7.30 am–11.00 pm; Friday, 7.30 am–11.00 pm; Saturday, 7.30 am–11.00 pm; Sunday, 7.30 am–11.00 pm}"
269,STAIRS at Prawirotaman,Prawirotaman,"Jl. Prawirotaman, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",85215655565,4.7,620,Cafe,"{Monday, 11.00 am–1.00 am; Tuesday, 11.00 am–1.00 am; Wednesday, 11.00 am–1.00 am; Thursday, 11.00 am–1.00 am; Friday, 11.00 am–2.00 am; Saturday, 11.00 am–2.00 am; Sunday, 11.00 am–1.00 am}"
270,STATE Cafe & Brasserie,,"Jl. Lempongsari, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",85960195261,4.6,699,Cafe,"{Monday, 11.00 am–12.00 am; Tuesday, 11.00 am–12.00 am; Wednesday, 11.00 am–12.00 am; Thursday, 11.00 am–12.00 am; Friday, 11.00 am–12.00 am; Saturday, 11.00 am–12.00 am; Sunday, 11.00 am–12.00 am}"
271,SUA Coffee Malioboro,Jogja,"Jl Kemetiran Lor GT II/671, Gedongtengen, Pringgokusuman, Gedong Tengen, Special Region of Yogyakarta 55272",81290902648,4.5,758,Cafe,"{Monday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Tuesday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Wednesday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Thursday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Friday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Saturday, 8.00 am–12.00 pm, 4.00 pm–12.00 am; Sunday, 8.00 am–12.00 pm, 4.00 pm–12.00 am}"
272,SUHKA Coffee Space,,"Kaliurang St Gg. Siti Sonya No.KM5, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284",81999554451,4.8,21,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
273,Sunset Coffee & Eatery,,"Jl. Nologaten, Nologaten, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",8112791000,4.6,"4,144",Cafe,"{Monday, 9.00 am–12.30 am; Tuesday, 9.00 am–12.30 am; Wednesday, 9.00 am–12.30 am; Thursday, 9.00 am–12.30 am; Friday, 9.00 am–12.30 am; Saturday, 9.00 am–12.30 am; Sunday, 9.00 am–12.30 am}"
274,Svarga Flora Coffee & Plants,,"Jl. Affandi No.26A, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55222",87861810720,4.4,"1,296",,"{Monday, 8.00 am–1.00 am; Tuesday, 8.00 am–1.00 am; Wednesday, 8.00 am–1.00 am; Thursday, 8.00 am–1.00 am; Friday, 8.00 am–1.00 am; Saturday, 8.00 am–1.00 am; Sunday, 8.00 am–1.00 am}"
275,Tanamera Coffee Yogyakarta,,"Jl. Jend. Sudirman No.3, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",(0274)5012738,4.6,"1,280",,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
276,Taru Martani Coffee & Resto 1918,,"Jl Pengok Kidul No.2A, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",81336483124,4.6,"6,016",,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
277,Tekoff Coffee and Tea,,"Jalan Sagan Timur GK 5 1053B, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",8175424291,4.6,"1,326",Cafe,"{Monday, 8.00 am–8.00 pm; Tuesday, 8.00 am–8.00 pm; Wednesday, 8.00 am–8.00 pm; Thursday, 8.00 am–8.00 pm; Friday, 8.00 am–8.00 pm; Saturday, 8.00 am–8.00 pm; Sunday, 8.00 am–8.00 pm}"
278,Teras Kemala,,"Puluhdadi No.394 C, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",87714880999,4.8,53,Cafe,"{Monday, 3.00–11.00 pm; Tuesday, Closed; Wednesday, 3.00–11.00 pm; Thursday, 3.00–11.00 pm; Friday, 3.00–11.00 pm; Saturday, 3.00–11.00 pm; Sunday, 3.00–11.00 pm}"
279,Terraloka,,"Jl. Raya Kaligesing, Krikil, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",85157395545,4.6,943,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
280,The Brewing Room,Jogja,"Jl. Pandean Sari III No.10, Candok Condongcatur, Kec. Depok, Kabupaten Sleman Daerah Istimewa, Yogyakarta, Daerah Istimewa Yogyakarta 55281",8118778877,4.4,465,Cafe,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
281,The Workers Coffee,,"Klitren, Gondokusuman, Yogyakarta City, Special Region of Yogyakarta 55222",89519407252,4.8,43,Cafe,"{Monday, 2.00–11.00 pm; Tuesday, 2.00–11.00 pm; Wednesday, Closed; Thursday, 2.00–11.00 pm; Friday, 2.00–11.00 pm; Saturday, 2.00–11.00 pm; Sunday, 2.00–11.00 pm}"
282,TIGA by Kanca,,"Area Sawah, Gg. Akasia, Kwarasan, Yogyakarta, Daerah Istimewa Yogyakarta 55592",,4.6,115,Cafe,"{Monday, Closed; Tuesday, 9.00 am–9.00 pm; Wednesday, 9.00 am–9.00 pm; Thursday, 9.00 am–9.00 pm; Friday, 9.00 am–9.00 pm; Saturday, 9.00 am–9.00 pm; Sunday, 9.00 am–9.00 pm}"
283,Titik Tentram,,"Jl. Ngelosari No.rt 06, Jombor, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",85174265323,4.7,285,Cafe,"{Monday, Closed; Tuesday, 2.00–9.00 pm; Wednesday, 2.00–9.00 pm; Thursday, 2.00–9.00 pm; Friday, 2.00–9.00 pm; Saturday, 6.30–9.30 am, 2.00–9.00 pm; Sunday, 6.30–9.30 am, 2.00–9.00 pm}"
284,Toko Kopi Oetama,,"Jl. Mayjend Sutoyo No.38, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,4.6,610,Cafe,"{Monday, 6.00 am–11.00 pm; Tuesday, 6.00 am–11.30 pm; Wednesday, 6.00 am–11.00 pm; Thursday, 6.00 am–11.00 pm; Friday, 6.00 am–11.00 pm; Saturday, 6.00 am–11.00 pm; Sunday, 6.00 am–11.00 pm}"
285,Toko Kopi TUKU - Kotabaru,,"Jl. Sajiono No.15, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",81190035738,4.5,"1,077",,"{Monday, 7.00 am–9.00 pm; Tuesday, 7.00 am–9.00 pm; Wednesday, 7.00 am–9.00 pm; Thursday, 7.00 am–9.00 pm; Friday, 7.00 am–9.00 pm; Saturday, 7.00 am–9.00 pm; Sunday, 7.00 am–9.00 pm}"
286,Toleransi Kopi Palagan,Sleman,"Jl. Watugede No.50, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",85710106444,4.3,431,Cafe,Open 24 Hours
287,TOMORO COFFE - ATAKRIB,,"Jl. Magelang No.5 km 5, Kutu Tegal, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",81217145711,4.8,46,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
288,TOMORO COFFEE - Demangan,,"Jl. Demangan Baru No.30, RT.008/RW.02, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.7,289,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
289,TOMORO COFFEE - Gedongkuning,,"Jl. Gedongkuning No.20-53, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",,4.4,303,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
290,TOMORO COFFEE - Godean,,"Jl. Godean, Cokro Gedok, Sidoarum, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta",81227551118,4.3,141,Cafe,"{Monday, 8.00 am–1.00 am; Tuesday, 8.00 am–1.00 am; Wednesday, 8.00 am–1.00 am; Thursday, 8.00 am–1.00 am; Friday, 8.00 am–1.00 am; Saturday, 8.00 am–1.00 am; Sunday, 8.00 am–1.00 am}"
291,TOMORO COFFEE - Jakal UII,,"Gg. Werkudoro, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",81119966578,4.5,134,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
292,TOMORO COFFEE - Kaliurang,,"Kaliurang St No.23-14, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55284",,4.2,626,Cafe,Open 24 Hours
293,TOMORO COFFEE - Malioboro,,"Jl. Malioboro No.123, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",81127009078,4.1,45,Cafe,"{Monday, 6.30 am–12.00 am; Tuesday, 6.30 am–12.00 am; Wednesday, 6.30 am–12.00 am; Thursday, 6.30 am–12.00 am; Friday, 6.30 am–12.00 am; Saturday, 6.30 am–2.00 am; Sunday, 6.30 am–2.00 am}"
294,TOMORO COFFEE - Pakuwon Mall Jogja,,"Jl. Ring Road Utara, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0895-3275-75790,4.5,100,Cafe,"{Monday, 10.00 am–9.50 pm; Tuesday, 10.00 am–9.50 pm; Wednesday, 10.00 am–9.50 pm; Thursday, 10.00 am–9.50 pm; Friday, 10.00 am–9.50 pm; Saturday, 10.00 am–9.50 pm; Sunday, 10.00 am–9.50 pm}"
295,TOMORO COFFEE - Prawirotaman,,"59J9+772, Jl. Parangtritis No.83, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",87752805265,4.5,87,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
296,TOMORO COFFEE - Sahid J-Walk,,"Jl. Babarsari Hotel Sahid Raya No.2, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.7,159,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
297,TOMORO COFFEE - Seturan,,"Jl. Seturan Raya No.C8, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.2,156,Cafe,"{Monday, 7.00 am–11.45 pm; Tuesday, 7.00 am–11.45 pm; Wednesday, 7.00 am–11.45 pm; Thursday, 7.00 am–11.45 pm; Friday, 7.00 am–11.45 pm; Saturday, 7.00 am–11.45 pm; Sunday, 7.00 am–11.45 pm}"
298,TOMORO COFFEE - Sleman City Hall,,"Jl. Magelang Jl. Gito Gati No.KM 9, Denggung, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",,3.5,71,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
299,Tomoro Coffee - Stasiun Lempuyangan,,"695G+W57, Jln. Lempuyangan No.1 RT 01/RW 01, Bausasran, Danurejan, Yogyakarta City, Special Region of Yogyakarta",81119953799,4.1,140,Cafe,"{Monday, 5.00 am–11.00 pm; Tuesday, 5.00 am–11.00 pm; Wednesday, 5.00 am–11.00 pm; Thursday, 5.00 am–11.00 pm; Friday, 5.00 am–11.00 pm; Saturday, 5.00 am–11.00 pm; Sunday, 5.00 am–11.00 pm}"
300,TOMORO COFFEE - Taman Siswa,Prawirotaman,"Jl. Taman Siswa No.89, RW.08, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",,4.6,564,Cafe,Open 24 Hours
301,TOMORO COFFEE - Tamantirto UMY,,"58MF+WQG, Jl. Ringroad Barat, Gatak, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",,4.3,103,Cafe,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
302,TOMORO COFFEE - Wates,,"45R3+4FF Driyan, RT.060/RW.028, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",,4.6,388,Cafe,"{Monday, 8.30 am–10.45 pm; Tuesday, 8.30 am–10.45 pm; Wednesday, 8.30 am–10.45 pm; Thursday, 8.30 am–10.45 pm; Friday, 8.30 am–10.45 pm; Saturday, 8.30 am–10.45 pm; Sunday, 8.30 am–10.45 pm}"
303,TOMORO COFFEE PALAGAN,,"Jl. Palagan Tentara Pelajar No.101, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,4,120,Cafe,"{Monday, 8.00 am–2.00 am; Tuesday, 8.00 am–2.00 am; Wednesday, 8.00 am–2.00 am; Thursday, 8.00 am–2.00 am; Friday, 8.00 am–2.00 am; Saturday, 8.00 am–2.00 am; Sunday, 8.00 am–2.00 am}"
304,TRILOGI COFFEE,,"Jl. Palagan Tentara Pelajar No.8.6 No.KM, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",(0274)2833724,4.6,"1,611",Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
305,Truntum Coffee & Space,,"Ps. Niten, Jl. Belakang, Sawit, Baru, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",87738934900,4.9,128,Cafe,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
306,TUGU LOR,,"Jl. A.M. Sangaji No.72, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",(0274)515268,4.5,"2,470",,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
307,Tujuan,Prawirotaman,"Tirtodipuran St No.17C, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",(0274)417577,4.5,"1,293",Cafe,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
308,UD Mitra / Coffee,Jogja,"Jl. Seturan Raya No.189, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",89688384225,4.4,594,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
309,UD. Djaya Coffee - Jakal,,"Jl. Pandega Karya No.2, RT.011/RW.005, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",89651642722,4.9,967,Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
310,Volare Coffee,,"Jl. Demangan Baru No.2, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",82227177121,4.9,228,Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
311,Walter Coffee & Eatery,Jogja,"Jl. Kemetiran Kidul No.9, RW.001, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",81999983883,4.9,"2,193",Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
312,Warkop Naik Kelas Demangan,,"Jl. Beo No.3, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.6,355,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
Batamera Coffee & Cascara,Westpash Coffee,,"Sayangan No. 06, Sayangan, Jagalan, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55192",82289811849,4.7,436,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
314,Wonderlust (Rebranding to ESCOPIA+),,"Jl. Kranji, RT.05/RW.19, Randuguang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",87865447065,4.8,561,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 12.00–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
315,WONK Cafe,,"Jl. Raya Wedomartani No.29A, RT.20/RW.67, Malangrejo, Sono Raya, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",81326696533,4.9,184,Cafe,"{Monday, 8.00 am–1.00 am; Tuesday, 8.00 am–1.00 am; Wednesday, 8.00 am–1.00 am; Thursday, 8.00 am–1.00 am; Friday, 8.00 am–2.00 am; Saturday, 8.00 am–2.00 am; Sunday, 8.00 am–1.00 am}"
316,Yamas Sky Cafe,,"Jl. Letjen Suprapto No.1, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",81215845154,4.6,239,,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
317,Zizi Coffee Shop & Pizza,,"Jl. Langensari No.23 B, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",85183168782,4.6,138,Cafe,"{Monday, 11.00 am–11.00 pm; Tuesday, 11.00 am–11.00 pm; Wednesday, 11.00 am–11.00 pm; Thursday, 11.00 am–11.00 pm; Friday, 11.00 am–11.00 pm; Saturday, 11.00 am–11.00 pm; Sunday, 11.00 am–11.00 pm}"
